term_str,n,p,i,n_chars,max_pos,n_pos,cat_pos,dfidf,mean_tfidf
glendale,11,7.630887055934402e-05,13.677789700887878,8,NNP,1,{'NNP'},2.4771212547196626,0.0019745169421678467
spy,11,7.630887055934402e-05,13.677789700887878,3,NNP,1,{'NNP'},2.4771212547196626,0.00605518528931473
manifolds,11,7.630887055934402e-05,13.677789700887878,9,NNP,2,"{'NNS', 'NNP'}",11.42416250293784,0.0029721630460487
va,11,7.630887055934402e-05,13.677789700887878,2,NNP,1,{'NNP'},6.0,0.0034686868686868693
loop,11,7.630887055934402e-05,13.677789700887878,4,NNP,2,"{'NNP', 'NN'}",11.42416250293784,0.0027153286674680126
coolers,11,7.630887055934402e-05,13.677789700887878,7,NNS,2,"{'NNS', 'NNP'}",6.0,0.002900014639145074
region,11,7.630887055934402e-05,13.677789700887878,6,NN,2,"{'NNP', 'NN'}",12.59225014182175,0.001574383904919499
burnstein,11,7.630887055934402e-05,13.677789700887878,9,NNP,1,{'NNP'},2.4771212547196626,0.00567673620873256
northern,11,7.630887055934402e-05,13.677789700887878,8,NNP,1,{'NNP'},8.890756251918218,0.0025095480906728784
saw,11,7.630887055934402e-05,13.677789700887878,3,NN,2,"{'NNP', 'NN'}",12.59225014182175,0.0034869103168338644
channel,11,7.630887055934402e-05,13.677789700887878,7,NN,2,"{'NNP', 'NN'}",10.193820026016112,0.0026657087461015366
credit,11,7.630887055934402e-05,13.677789700887878,6,NN,2,"{'NNP', 'NN'}",11.42416250293784,0.002172161816479576
blade,11,7.630887055934402e-05,13.677789700887878,5,NN,2,"{'NNP', 'NN'}",8.890756251918218,0.0031563137356070714
powdercoater,11,7.630887055934402e-05,13.677789700887878,12,NN,1,{'NN'},2.4771212547196626,0.003784490805821707
strap,11,7.630887055934402e-05,13.677789700887878,5,NN,1,{'NN'},4.352182518111363,0.002362927377257432
diecaster,11,7.630887055934402e-05,13.677789700887878,9,NN,1,{'NN'},2.4771212547196626,0.003784490805821707
filtration,11,7.630887055934402e-05,13.677789700887878,10,NN,2,"{'NNP', 'NN'}",10.193820026016112,0.0028342412770899685
byeasyedit,11,7.630887055934402e-05,13.677789700887878,10,NN,1,{'NN'},2.4771212547196626,0.0011951023597331705
etc,11,7.630887055934402e-05,13.677789700887878,3,NN,2,"{'NNS', 'NN'}",11.42416250293784,0.0022268156218150834
kong,11,7.630887055934402e-05,13.677789700887878,4,NNP,1,{'NNP'},6.0,0.0022063492063492066
melbourne,11,7.630887055934402e-05,13.677789700887878,9,NNP,1,{'NNP'},8.890756251918218,0.003818724293388154
electrochemical,11,7.630887055934402e-05,13.677789700887878,15,NNP,1,{'NNP'},4.352182518111363,0.0010880456295278406
bid,11,7.630887055934402e-05,13.677789700887878,3,NN,1,{'NN'},4.352182518111363,0.0012780218505565111
atlas,11,7.630887055934402e-05,13.677789700887878,5,NNP,1,{'NNP'},4.352182518111363,0.003972036676663785
bmw,11,7.630887055934402e-05,13.677789700887878,3,NNP,1,{'NNP'},4.352182518111363,0.005217528749782627
i,11,7.630887055934402e-05,13.677789700887878,1,NN,1,{'NN'},14.771212547196624,0.0026831809939229976
galvalum,11,7.630887055934402e-05,13.677789700887878,8,NNP,2,"{'NNP', 'NN'}",4.352182518111363,0.0012693865677824807
strips,11,7.630887055934402e-05,13.677789700887878,6,NNS,2,"{'NNS', 'NNP'}",6.0,0.001731864573394628
roush,11,7.630887055934402e-05,13.677789700887878,5,NNP,2,"{'NNP', 'NN'}",4.352182518111363,0.0011947881216108395
budgets,11,7.630887055934402e-05,13.677789700887878,7,NNS,1,{'NNS'},4.352182518111363,0.0012434807194603892
efficiencies,11,7.630887055934402e-05,13.677789700887878,12,NNS,1,{'NNS'},13.705908707523038,0.001842826559359411
lance,11,7.630887055934402e-05,13.677789700887878,5,NNP,2,"{'NNP', 'NN'}",2.4771212547196626,0.0018536281497902236
mr,11,7.630887055934402e-05,13.677789700887878,2,NN,2,"{'NNP', 'NN'}",10.193820026016112,0.0017435206402191775
drives,11,7.630887055934402e-05,13.677789700887878,6,NNS,2,"{'NNS', 'NNP'}",11.42416250293784,0.002504572422813702
bench,11,7.630887055934402e-05,13.677789700887878,5,NNP,2,"{'NNP', 'NN'}",4.352182518111363,0.0041246174191251475
innovative,11,7.630887055934402e-05,13.677789700887878,10,NNP,1,{'NNP'},10.193820026016112,0.0014494383486285472
gifts,11,7.630887055934402e-05,13.677789700887878,5,NNP,2,"{'NNS', 'NNP'}",7.5002450535668,0.0022499720517159603
generations,11,7.630887055934402e-05,13.677789700887878,11,NNS,1,{'NNS'},14.771212547196624,0.0030104167706061814
configurations,11,7.630887055934402e-05,13.677789700887878,14,NNS,1,{'NNS'},12.59225014182175,0.00231712596878168
competitors,11,7.630887055934402e-05,13.677789700887878,11,NNS,1,{'NNS'},15.793014265175811,0.001920191500690018
gauges,11,7.630887055934402e-05,13.677789700887878,6,NNS,2,"{'NNS', 'NNP'}",11.42416250293784,0.002055320640385755
wildlife,11,7.630887055934402e-05,13.677789700887878,8,NN,2,"{'NNP', 'NN'}",2.4771212547196626,0.00283836810436628
internal,11,7.630887055934402e-05,13.677789700887878,8,NNP,1,{'NNP'},8.890756251918218,0.002227932989699537
dock,11,7.630887055934402e-05,13.677789700887878,4,NN,2,"{'NNP', 'NN'}",6.0,0.00187459883112057
blandon,11,7.630887055934402e-05,13.677789700887878,7,NNP,1,{'NNP'},2.4771212547196626,0.002328917418967204
feed,11,7.630887055934402e-05,13.677789700887878,4,NN,2,"{'NNP', 'NN'}",13.705908707523038,0.0024672962163303047
plugs,11,7.630887055934402e-05,13.677789700887878,5,NNS,3,"{'NNS', 'NNP', 'NN'}",6.0,0.0017024464594797076
proud,11,7.630887055934402e-05,13.677789700887878,5,NN,2,"{'NNP', 'NN'}",11.42416250293784,0.0024934236511760573
molten,11,7.630887055934402e-05,13.677789700887878,6,NN,3,"{'NNS', 'NNP', 'NN'}",13.705908707523038,0.0023099859430348924
automatic,11,7.630887055934402e-05,13.677789700887878,9,NNP,2,"{'NNP', 'NN'}",11.42416250293784,0.002917032927416943
log,11,7.630887055934402e-05,13.677789700887878,3,NNP,2,"{'NNP', 'NN'}",14.771212547196624,0.002473922423411682
go,11,7.630887055934402e-05,13.677789700887878,2,NNP,2,"{'NNP', 'NN'}",13.705908707523038,0.0017211234229609052
ferrysburg,11,7.630887055934402e-05,13.677789700887878,10,NNP,1,{'NNP'},2.4771212547196626,0.0025950794097063133
brother,11,7.630887055934402e-05,13.677789700887878,7,NNP,2,"{'NNP', 'NN'}",6.0,0.002908119658119658
principle,11,7.630887055934402e-05,13.677789700887878,9,NN,1,{'NN'},11.42416250293784,0.0043159700965552305
metalworking,11,7.630887055934402e-05,13.677789700887878,12,NN,2,"{'NNP', 'NN'}",7.5002450535668,0.0020890195226333356
draft,11,7.630887055934402e-05,13.677789700887878,5,NN,2,"{'NNP', 'NN'}",11.42416250293784,0.0021549251523735892
trio,11,7.630887055934402e-05,13.677789700887878,4,NNP,2,"{'NNP', 'NN'}",2.4771212547196626,0.0069867522569016125
boring,11,7.630887055934402e-05,13.677789700887878,6,NN,2,"{'NNP', 'NN'}",13.705908707523038,0.004006716706391306
lighting,11,7.630887055934402e-05,13.677789700887878,8,NN,2,"{'NNP', 'NN'}",12.59225014182175,0.00385473900224232
grinder,11,7.630887055934402e-05,13.677789700887878,7,NN,2,"{'NNP', 'NN'}",7.5002450535668,0.00247556075843096
torque,11,7.630887055934402e-05,13.677789700887878,6,NN,2,"{'NNP', 'NN'}",7.5002450535668,0.001502615880863936
parameters,11,7.630887055934402e-05,13.677789700887878,10,NNS,1,{'NNS'},12.59225014182175,0.0025426566502392963
brackets,11,7.630887055934402e-05,13.677789700887878,8,NNS,2,"{'NNS', 'NNP'}",12.59225014182175,0.0031107474442232065
cl,11,7.630887055934402e-05,13.677789700887878,2,NNP,1,{'NNP'},2.4771212547196626,0.0026714052746976756
cage,11,7.630887055934402e-05,13.677789700887878,4,NNP,1,{'NNP'},6.0,0.002730205278592375
louis,11,7.630887055934402e-05,13.677789700887878,5,NNP,1,{'NNP'},8.890756251918218,0.002759981794279935
portion,11,7.630887055934402e-05,13.677789700887878,7,NN,1,{'NN'},12.59225014182175,0.001320010089355916
frequency,11,7.630887055934402e-05,13.677789700887878,9,NN,1,{'NN'},8.890756251918218,0.005987519535152526
semco,11,7.630887055934402e-05,13.677789700887878,5,NNP,1,{'NNP'},2.4771212547196626,0.0034933761284508063
ausales,11,7.630887055934402e-05,13.677789700887878,7,NNS,1,{'NNS'},2.4771212547196626,0.0031319923910248606
formats,11,7.630887055934402e-05,13.677789700887878,7,NNS,2,"{'NNS', 'NNPS'}",11.42416250293784,0.0036369830412365137
pv,11,7.630887055934402e-05,13.677789700887878,2,NNP,1,{'NNP'},4.352182518111363,0.001346410979683281
better,11,7.630887055934402e-05,13.677789700887878,6,NNP,2,"{'NNP', 'NN'}",11.42416250293784,0.0025158689210715863
materion,11,7.630887055934402e-05,13.677789700887878,8,NNP,2,"{'NNP', 'NN'}",2.4771212547196626,0.0009268140748951118
sturt,11,7.630887055934402e-05,13.677789700887878,5,NNP,1,{'NNP'},2.4771212547196626,0.0031319923910248606
deep,11,7.630887055934402e-05,13.677789700887878,4,NNP,2,"{'NNP', 'NN'}",7.5002450535668,0.002881281925227942
contractor,11,7.630887055934402e-05,13.677789700887878,10,NN,2,"{'NNP', 'NN'}",8.890756251918218,0.0017743226433066105
quigley,11,7.630887055934402e-05,13.677789700887878,7,NNP,1,{'NNP'},2.4771212547196626,0.0069867522569016125
roadmurray,11,7.630887055934402e-05,13.677789700887878,10,NNP,1,{'NNP'},2.4771212547196626,0.0031319923910248606
spambots,11,7.630887055934402e-05,13.677789700887878,8,NNS,1,{'NNS'},4.352182518111363,0.002616998638341473
sons,10,6.937170050849456e-05,13.815293224637813,4,NNS,2,"{'NNS', 'NNP'}",12.59225014182175,0.0022688271649063244
profit,10,6.937170050849456e-05,13.815293224637813,6,NN,1,{'NN'},14.771212547196624,0.0014151859759883479
emblems,10,6.937170050849456e-05,13.815293224637813,7,NNS,2,"{'NNS', 'NNP'}",2.4771212547196626,0.0024285502497251596
olympic,10,6.937170050849456e-05,13.815293224637813,7,NNP,1,{'NNP'},2.4771212547196626,0.008257070849065542
commerce,10,6.937170050849456e-05,13.815293224637813,8,NNP,1,{'NNP'},6.0,0.004401709401709402
mall,10,6.937170050849456e-05,13.815293224637813,4,NNP,2,"{'NNP', 'NN'}",4.352182518111363,0.0023236760919209294
castparts,10,6.937170050849456e-05,13.815293224637813,9,NNP,1,{'NNP'},7.5002450535668,0.0015543162646692288
instrumentation,10,6.937170050849456e-05,13.815293224637813,15,NN,1,{'NN'},6.0,0.004017094017094017
disability,10,6.937170050849456e-05,13.815293224637813,10,NN,2,"{'NNP', 'NN'}",11.42416250293784,0.001767667070673317
hinge,10,6.937170050849456e-05,13.815293224637813,5,NNP,2,"{'NNP', 'NN'}",10.193820026016112,0.002724357606935957
texture,10,6.937170050849456e-05,13.815293224637813,7,NN,1,{'NN'},8.890756251918218,0.0013758229009754432
todd,10,6.937170050849456e-05,13.815293224637813,4,NNP,1,{'NNP'},4.352182518111363,0.0016353655522600272
canadian,10,6.937170050849456e-05,13.815293224637813,8,NNP,1,{'NNP'},7.5002450535668,0.0018825880060444012
boulevardsouth,10,6.937170050849456e-05,13.815293224637813,14,NNP,1,{'NNP'},2.4771212547196626,0.0017202230935553212
vase,10,6.937170050849456e-05,13.815293224637813,4,NN,2,"{'NNP', 'NN'}",2.4771212547196626,0.0015290871942713967
jr,10,6.937170050849456e-05,13.815293224637813,2,NNP,1,{'NNP'},7.5002450535668,0.0018924676718810437
duff,10,6.937170050849456e-05,13.815293224637813,4,NNP,1,{'NNP'},2.4771212547196626,0.0026635712416340457
description,10,6.937170050849456e-05,13.815293224637813,11,NN,2,"{'NNP', 'NN'}",12.59225014182175,0.0018587194909819211
platinum,10,6.937170050849456e-05,13.815293224637813,8,NNP,2,"{'NNP', 'NN'}",7.5002450535668,0.004378277703405736
ideal,10,6.937170050849456e-05,13.815293224637813,5,NN,2,"{'NNP', 'NN'}",14.771212547196624,0.0022126775936526693
altro,10,6.937170050849456e-05,13.815293224637813,5,NNP,1,{'NNP'},2.4771212547196626,0.0026635712416340457
rebuilds,10,6.937170050849456e-05,13.815293224637813,8,NNS,2,"{'NNS', 'NNP'}",8.890756251918218,0.0017181851148696191
launch,10,6.937170050849456e-05,13.815293224637813,6,NN,1,{'NN'},12.59225014182175,0.0013698953283415977
cell,10,6.937170050849456e-05,13.815293224637813,4,NN,2,"{'NNP', 'NN'}",8.890756251918218,0.0022260435669724053
sports,10,6.937170050849456e-05,13.815293224637813,6,NNS,3,"{'NNS', 'NNP', 'NNPS'}",8.890756251918218,0.0020164222959861773
strategies,10,6.937170050849456e-05,13.815293224637813,10,NNS,2,"{'NNS', 'NNP'}",12.59225014182175,0.002023157963748924
bond,10,6.937170050849456e-05,13.815293224637813,4,NN,2,"{'NNP', 'NN'}",12.59225014182175,0.0018887744330551974
windows,10,6.937170050849456e-05,13.815293224637813,7,NNP,2,"{'NNS', 'NNP'}",8.890756251918218,0.0023862635827659284
sculpturecall,10,6.937170050849456e-05,13.815293224637813,13,NNP,1,{'NNP'},2.4771212547196626,0.0019659692497775096
thicknesses,10,6.937170050849456e-05,13.815293224637813,11,NNS,1,{'NNS'},10.193820026016112,0.002115424021727026
cunningham,10,6.937170050849456e-05,13.815293224637813,10,NNP,1,{'NNP'},2.4771212547196626,0.0010321338561331927
machinists,10,6.937170050849456e-05,13.815293224637813,10,NNS,1,{'NNS'},12.59225014182175,0.002258317744522902
consumer,10,6.937170050849456e-05,13.815293224637813,8,NN,2,"{'NNP', 'NN'}",13.705908707523038,0.0020313429836536436
connector,10,6.937170050849456e-05,13.815293224637813,9,NNP,2,"{'NNP', 'NN'}",4.352182518111363,0.005322474291629698
pipes,10,6.937170050849456e-05,13.815293224637813,5,NNS,2,"{'NNS', 'NNP'}",10.193820026016112,0.002734941276340238
winners,10,6.937170050849456e-05,13.815293224637813,7,NNP,2,"{'NNS', 'NNP'}",6.0,0.0043766504813016445
msds,10,6.937170050849456e-05,13.815293224637813,4,NNP,1,{'NNP'},2.4771212547196626,0.0008784117924537809
simple,10,6.937170050849456e-05,13.815293224637813,6,NN,2,"{'NNP', 'NN'}",13.705908707523038,0.0020633135266130477
founder,10,6.937170050849456e-05,13.815293224637813,7,NN,2,"{'NNP', 'NN'}",14.771212547196624,0.0019066778424561377
butler,10,6.937170050849456e-05,13.815293224637813,6,NNP,1,{'NNP'},2.4771212547196626,0.006880892374221285
trials,10,6.937170050849456e-05,13.815293224637813,6,NNS,1,{'NNS'},4.352182518111363,0.005526580975379508
circle,10,6.937170050849456e-05,13.815293224637813,6,NNP,2,"{'NNP', 'NN'}",8.890756251918218,0.0017020237182188117
women,10,6.937170050849456e-05,13.815293224637813,5,NNS,2,"{'NNS', 'NNP'}",8.890756251918218,0.0032957880013359795
racing,10,6.937170050849456e-05,13.815293224637813,6,NNP,2,"{'NNP', 'NN'}",11.42416250293784,0.003134233292725433
precise,10,6.937170050849456e-05,13.815293224637813,7,NN,1,{'NN'},13.705908707523038,0.0027438333033637506
cabinetry,10,6.937170050849456e-05,13.815293224637813,9,NN,1,{'NN'},2.4771212547196626,0.0014744769373331325
firestone,10,6.937170050849456e-05,13.815293224637813,9,NNP,1,{'NNP'},2.4771212547196626,0.0017202230935553212
airframe,10,6.937170050849456e-05,13.815293224637813,8,NNP,2,"{'NNP', 'NN'}",6.0,0.0019043697848045674
modeling,10,6.937170050849456e-05,13.815293224637813,8,NN,2,"{'NNP', 'NN'}",10.193820026016112,0.002271968327672598
penetrant,10,6.937170050849456e-05,13.815293224637813,9,NN,2,"{'NNP', 'NN'}",14.771212547196624,0.0024405553419835236
shelbyville,10,6.937170050849456e-05,13.815293224637813,11,NNP,1,{'NNP'},2.4771212547196626,0.002948953874666265
mainline,10,6.937170050849456e-05,13.815293224637813,8,NN,2,"{'NNP', 'NN'}",2.4771212547196626,0.0015012856089210076
accessibility,10,6.937170050849456e-05,13.815293224637813,13,NN,2,"{'NNP', 'NN'}",2.4771212547196626,0.006880892374221285
topage,10,6.937170050849456e-05,13.815293224637813,6,NN,1,{'NN'},2.4771212547196626,0.0026635712416340457
minimum,10,6.937170050849456e-05,13.815293224637813,7,NN,2,"{'NNP', 'NN'}",12.59225014182175,0.0027085913526592137
sanitary,10,6.937170050849456e-05,13.815293224637813,8,NNP,1,{'NNP'},4.352182518111363,0.002045897764924145
bidder,10,6.937170050849456e-05,13.815293224637813,6,NN,1,{'NN'},2.4771212547196626,0.001179581549866506
visibility,10,6.937170050849456e-05,13.815293224637813,10,NN,2,"{'NNP', 'NN'}",4.352182518111363,0.0014131250372351554
hong,10,6.937170050849456e-05,13.815293224637813,4,NNP,1,{'NNP'},6.0,0.002015873015873016
come,10,6.937170050849456e-05,13.815293224637813,4,NNP,2,"{'NNP', 'NN'}",8.890756251918218,0.0016306548333011295
sketches,10,6.937170050849456e-05,13.815293224637813,8,NNS,1,{'NNS'},8.890756251918218,0.003251444498694839
offshore,10,6.937170050849456e-05,13.815293224637813,8,NNP,2,"{'NNP', 'NN'}",6.0,0.0013833943833943835
slurry,10,6.937170050849456e-05,13.815293224637813,6,NN,2,"{'NNP', 'NN'}",10.193820026016112,0.0015578421866723705
palmerfoundry,10,6.937170050849456e-05,13.815293224637813,13,NN,1,{'NN'},2.4771212547196626,0.0016190334998167728
trident,10,6.937170050849456e-05,13.815293224637813,7,NNP,2,"{'NNP', 'NN'}",2.4771212547196626,0.006880892374221285
rev,10,6.937170050849456e-05,13.815293224637813,3,NNP,1,{'NNP'},6.0,0.0022226520524392863
families,10,6.937170050849456e-05,13.815293224637813,8,NNS,2,"{'NNS', 'NNP'}",14.771212547196624,0.001826882724901504
semiconductor,10,6.937170050849456e-05,13.815293224637813,13,NNP,2,"{'NNP', 'NN'}",6.0,0.003068455452356381
porcelain,10,6.937170050849456e-05,13.815293224637813,9,NNP,2,"{'NNP', 'NN'}",4.352182518111363,0.002288349935118078
wbi,10,6.937170050849456e-05,13.815293224637813,3,NNP,1,{'NNP'},2.4771212547196626,0.00589790774933253
milton,10,6.937170050849456e-05,13.815293224637813,6,NNP,1,{'NNP'},4.352182518111363,0.0008865129643201388
rotating,10,6.937170050849456e-05,13.815293224637813,8,NNP,2,"{'NNP', 'NN'}",4.352182518111363,0.0010053287103239696
complexity,10,6.937170050849456e-05,13.815293224637813,10,NN,1,{'NN'},12.59225014182175,0.004041367561361844
faux,10,6.937170050849456e-05,13.815293224637813,4,NNP,1,{'NNP'},4.352182518111363,0.004993850453473935
bymomentum,10,6.937170050849456e-05,13.815293224637813,10,NN,1,{'NN'},2.4771212547196626,0.0017950154019707699
lander,10,6.937170050849456e-05,13.815293224637813,6,NNP,2,"{'NNP', 'NN'}",2.4771212547196626,0.0019659692497775096
toughmet,10,6.937170050849456e-05,13.815293224637813,8,NNP,1,{'NNP'},2.4771212547196626,0.0008425582499046471
license,10,6.937170050849456e-05,13.815293224637813,7,NN,2,"{'NNP', 'NN'}",4.352182518111363,0.0025310564998945514
collections,10,6.937170050849456e-05,13.815293224637813,11,NNP,2,"{'NNS', 'NNP'}",6.0,0.0018461981566820277
arc,10,6.937170050849456e-05,13.815293224637813,3,NN,2,"{'NNP', 'NN'}",10.193820026016112,0.002112017428932935
geometries,10,6.937170050849456e-05,13.815293224637813,10,NNS,2,"{'NNS', 'NNP'}",8.890756251918218,0.0037263506017532057
economies,10,6.937170050849456e-05,13.815293224637813,9,NNS,1,{'NNS'},2.4771212547196626,0.001179581549866506
shocks,10,6.937170050849456e-05,13.815293224637813,6,NNS,1,{'NNS'},7.5002450535668,0.0013949456977653749
gaskets,10,6.937170050849456e-05,13.815293224637813,7,NNS,2,"{'NNS', 'NNP'}",7.5002450535668,0.0026231917674722272
approved,10,6.937170050849456e-05,13.815293224637813,8,NNP,1,{'NNP'},7.5002450535668,0.002725510558217798
être,10,6.937170050849456e-05,13.815293224637813,4,NNP,1,{'NNP'},4.352182518111363,0.0020787196542010025
lr,10,6.937170050849456e-05,13.815293224637813,2,NNP,1,{'NNP'},4.352182518111363,0.0015466821930691784
phxgrp,10,6.937170050849456e-05,13.815293224637813,6,NN,1,{'NN'},2.4771212547196626,0.002752356949688514
deck,10,6.937170050849456e-05,13.815293224637813,4,NN,3,"{'NNS', 'NNP', 'NN'}",7.5002450535668,0.0015124016016234924
michiganprivacy,10,6.937170050849456e-05,13.815293224637813,15,NNP,1,{'NNP'},2.4771212547196626,0.0026635712416340457
screen,10,6.937170050849456e-05,13.815293224637813,6,NNP,2,"{'NNP', 'NN'}",7.5002450535668,0.0011791533927886975
dealer,10,6.937170050849456e-05,13.815293224637813,6,NNP,2,"{'NNP', 'NN'}",7.5002450535668,0.0021516391258595987
specs,10,6.937170050849456e-05,13.815293224637813,5,NNP,2,"{'NNP', 'NN'}",10.193820026016112,0.002048025224733148
rampes,10,6.937170050849456e-05,13.815293224637813,6,NNP,2,"{'NNS', 'NNP'}",4.352182518111363,0.0028828559414840224
word,10,6.937170050849456e-05,13.815293224637813,4,NN,2,"{'NNP', 'NN'}",12.59225014182175,0.0018561246591115394
alabama,10,6.937170050849456e-05,13.815293224637813,7,NNP,1,{'NNP'},4.352182518111363,0.0017948103119561816
fairbanks,10,6.937170050849456e-05,13.815293224637813,9,NNP,1,{'NNP'},2.4771212547196626,0.0020642677122663855
boeing,10,6.937170050849456e-05,13.815293224637813,6,NNP,1,{'NNP'},12.59225014182175,0.0029785601846901875
criteria,10,6.937170050849456e-05,13.815293224637813,8,NNS,2,"{'NNS', 'NN'}",12.59225014182175,0.003189156125661849
science,10,6.937170050849456e-05,13.815293224637813,7,NN,2,"{'NNP', 'NN'}",13.705908707523038,0.0032897787409980703
train,10,6.937170050849456e-05,13.815293224637813,5,NN,2,"{'NNP', 'NN'}",10.193820026016112,0.0015249022073852555
not,10,6.937170050849456e-05,13.815293224637813,3,NNP,1,{'NNP'},11.42416250293784,0.0023883284441681527
apex,10,6.937170050849456e-05,13.815293224637813,4,NNP,1,{'NNP'},4.352182518111363,0.004431026404309033
vessels,10,6.937170050849456e-05,13.815293224637813,7,NNS,2,"{'NNS', 'NNP'}",10.193820026016112,0.002280027890351632
departmenthr,10,6.937170050849456e-05,13.815293224637813,12,NNP,1,{'NNP'},2.4771212547196626,0.0026635712416340457
liners,10,6.937170050849456e-05,13.815293224637813,6,NNS,2,"{'NNS', 'NNP'}",8.890756251918218,0.001383291274258125
airlines,10,6.937170050849456e-05,13.815293224637813,8,NNS,3,"{'NNS', 'NNP', 'NNPS'}",2.4771212547196626,0.0014744769373331325
rob,10,6.937170050849456e-05,13.815293224637813,3,NNP,1,{'NNP'},6.0,0.0011021164289702074
flury,10,6.937170050849456e-05,13.815293224637813,5,NNP,1,{'NNP'},2.4771212547196626,0.004128535424532771
ma,10,6.937170050849456e-05,13.815293224637813,2,NNP,1,{'NNP'},7.5002450535668,0.008347929994473702
receiving,10,6.937170050849456e-05,13.815293224637813,9,NNP,2,"{'NNP', 'NN'}",7.5002450535668,0.0010781729762919165
seal,10,6.937170050849456e-05,13.815293224637813,4,NN,2,"{'NNP', 'NN'}",8.890756251918218,0.004468940030221823
awning,10,6.937170050849456e-05,13.815293224637813,6,NN,1,{'NN'},4.352182518111363,0.0022049409537780104
memorial,10,6.937170050849456e-05,13.815293224637813,8,NNP,1,{'NNP'},8.890756251918218,0.0018218597139125397
advance,10,6.937170050849456e-05,13.815293224637813,7,NN,2,"{'NNP', 'NN'}",8.890756251918218,0.002046718880793571
variables,10,6.937170050849456e-05,13.815293224637813,9,NNS,1,{'NNS'},12.59225014182175,0.0019072355636527564
boulevard,10,6.937170050849456e-05,13.815293224637813,9,NNP,1,{'NNP'},4.352182518111363,0.0023958984569400934
overseas,10,6.937170050849456e-05,13.815293224637813,8,NNP,1,{'NNP'},2.4771212547196626,0.0016514141698131086
pleaseclick,10,6.937170050849456e-05,13.815293224637813,11,NN,2,"{'NNP', 'NN'}",12.59225014182175,0.0022110216381965916
tag,10,6.937170050849456e-05,13.815293224637813,3,NNP,2,"{'NNP', 'NN'}",7.5002450535668,0.0024946702523046863
spray,10,6.937170050849456e-05,13.815293224637813,5,NN,2,"{'NNP', 'NN'}",10.193820026016112,0.002756505996229273
luggage,10,6.937170050849456e-05,13.815293224637813,7,NN,1,{'NN'},2.4771212547196626,0.0025021426815350126
subsidiaries,10,6.937170050849456e-05,13.815293224637813,12,NNS,1,{'NNS'},7.5002450535668,0.001858112164096202
craft,10,6.937170050849456e-05,13.815293224637813,5,NN,2,"{'NNP', 'NN'}",13.705908707523038,0.002170787159230829
encryption,10,6.937170050849456e-05,13.815293224637813,10,NN,1,{'NN'},14.771212547196624,0.001531499734969262
strategic,10,6.937170050849456e-05,13.815293224637813,9,NNP,1,{'NNP'},11.42416250293784,0.0027351651134675955
spot,10,6.937170050849456e-05,13.815293224637813,4,NN,2,"{'NNP', 'NN'}",12.59225014182175,0.0016742299613317845
preparation,10,6.937170050849456e-05,13.815293224637813,11,NN,2,"{'NNP', 'NN'}",12.59225014182175,0.001423378348167536
king,10,6.937170050849456e-05,13.815293224637813,4,NNP,1,{'NNP'},7.5002450535668,0.002373981073241538
emphasis,10,6.937170050849456e-05,13.815293224637813,8,NN,1,{'NN'},11.42416250293784,0.001782917081567516
winner,10,6.937170050849456e-05,13.815293224637813,6,NNP,1,{'NNP'},4.352182518111363,0.006673346527770757
archives,10,6.937170050849456e-05,13.815293224637813,8,NNP,2,"{'NNS', 'NNP'}",4.352182518111363,0.0023120969627466615
configuration,10,6.937170050849456e-05,13.815293224637813,13,NN,1,{'NN'},13.705908707523038,0.002672655378582584
sets,10,6.937170050849456e-05,13.815293224637813,4,NNS,2,"{'NNS', 'NNP'}",11.42416250293784,0.0018141101485809937
equine,10,6.937170050849456e-05,13.815293224637813,6,NN,1,{'NN'},2.4771212547196626,0.0025021426815350126
bronzes,10,6.937170050849456e-05,13.815293224637813,7,NNP,3,"{'NNS', 'NNP', 'NN'}",10.193820026016112,0.006574938124986445
efficient,10,6.937170050849456e-05,13.815293224637813,9,NN,2,"{'NNP', 'NN'}",14.771212547196624,0.002395978761593375
max,10,6.937170050849456e-05,13.815293224637813,3,NNP,1,{'NNP'},11.42416250293784,0.0039880948238713845
banks,10,6.937170050849456e-05,13.815293224637813,5,NNS,1,{'NNS'},6.0,0.0015118149824032178
exchangers,10,6.937170050849456e-05,13.815293224637813,10,NNS,2,"{'NNS', 'NNP'}",8.890756251918218,0.002158776312804431
ease,10,6.937170050849456e-05,13.815293224637813,4,NN,1,{'NN'},13.705908707523038,0.0017444048709987085
drill,10,6.937170050849456e-05,13.815293224637813,5,NNP,2,"{'NNP', 'NN'}",12.59225014182175,0.0038160637423010338
â,10,6.937170050849456e-05,13.815293224637813,1,NN,2,"{'NNP', 'NN'}",8.890756251918218,0.007049782453517948
tilt,10,6.937170050849456e-05,13.815293224637813,4,NN,2,"{'NNP', 'NN'}",8.890756251918218,0.0038423975432171813
roof,10,6.937170050849456e-05,13.815293224637813,4,NN,2,"{'NNP', 'NN'}",11.42416250293784,0.0017648291925624463
showcase,10,6.937170050849456e-05,13.815293224637813,8,NNP,1,{'NNP'},6.0,0.0037079124579124582
fast,10,6.937170050849456e-05,13.815293224637813,4,NNP,3,"{'NNS', 'NNP', 'NN'}",12.59225014182175,0.002275112407505135
miscellaneous,10,6.937170050849456e-05,13.815293224637813,13,NNP,1,{'NNP'},10.193820026016112,0.004414339211602737
nsw,10,6.937170050849456e-05,13.815293224637813,3,NNP,1,{'NNP'},7.5002450535668,0.006210971327728207
