company_num,Text,characters,words
355,"About Stahl Stahl is a vertically integrated aluminum foundry and machine shop company that features world-class permanent mold and semi-permanent mold aluminum castings. Our in-house capabilities include castings, core making, heat treat, machining, X-Ray, dye penetrant, impregnation, leak testing, assembly, and other advanced quality systems. Stahl is a full-service, high-volume supplier to HVAC, heavy truck, automotive, marine, construction, agriculture, robotics, and food service industries. We’re Vertically Integrated Allowing us to Offer a One-Stop Shop Contact Stahl Quick Links What We Do Terms and conditions of purchase. |Terms and conditions of sale. |Supplier Quality Requirements Manual.Website terms of use. |U.S. Privacy Policy. ",750,101
355,"Foundry and Casting Reliable, Effective & Technically Advanced Products Stahl Specialty Company is a vertically integrated operation featuring aluminum castings, core making, a world-class heat treat facility, and full CNC machining capability. Quality is integral to the entire process, as is the ability to X-ray real-time with automatic defect recognition, and full APQP quality inspection. Preferred volumes range from 1,000 to 1 million parts per year, and are in the size range of 2 pounds (0.91kg) to 400 pounds (181kg). Stahl has tremendous casting capacity with a number of the largest machines in the industry, and rotaries for high volumes. Core Making Stahl specializes in complex castings, many of which are semi-permanent mold. Stahl understands the challenges to cored castings and will work with your engineers to design for the highest optimization for your specific parts. Equipment Stahl has significant in-house capacity and a fleet of casting machines to produce a wide range of parts. We also have in-house core manufacturing and the necessary assets to support your needs. Core capabilities include hot cured (Shell) and cold cured (SO2) as well as flexibility in sand grain sizes and resins. Static Pour Mold Process Stahl has the largest fleet of large 48″ x 60″ machines and rotaries for high volumes. Contact Stahl Quick Links What We Do Terms and conditions of purchase. |Terms and conditions of sale. |Supplier Quality Requirements Manual.Website terms of use. |U.S. Privacy Policy. ",1512,236
355,"Quality Exacting Standards As a producer of precision castings used for structural, pressure tight, and safety critical components, Stahl utilizes a full complement of tools and processes to ensure that we meet your exacting standards. Stahl is certified to the IATF 16949:2016 specification for automotive and commercial trucking. We are also ISO 9001:2015 and ITAR Certified. Spectrometers are used to ensure metal chemistry, whereas, dye penetrant inspection is performed to ensure soundness of safety critical components. Certifications Automatic Defect Recognition Stahl utilizes X-ray with automatic defect recognition (ADR) to validate the requirements of critical castings. It’s not only accurate, it’s efficient. The area of concern for each component is included in the program, and depending on the size of the part, as many as four can be loaded into the machine at once. Contact Stahl Quick Links What We Do Terms and conditions of purchase. |Terms and conditions of sale. |Supplier Quality Requirements Manual.Website terms of use. |U.S. Privacy Policy. ",1068,160
355,"Machining That Meets The Most Demanding Applications Casting buyers and design engineers are often constrained by the time they have available to design and source castings appropriately. One call to Stahl Specialty leads to a high-quality permanent mold aluminum casting part. Our in-house machining and assembly are a few of the many value-added processes that we prefer to take responsibility for with our customers. With over 80 top-quality MAZAK, Mori Seiki, and other CNC machining centers, Stahl delivers machined and assembled castings to the most demanding applications. Stahl is capable of machining your components whether large or small and is experienced with volumes from a few thousand to a few million. Contact Stahl Quick Links What We Do Terms and conditions of purchase. |Terms and conditions of sale. |Supplier Quality Requirements Manual.Website terms of use. |U.S. Privacy Policy. ",903,138
355,"Contact Stahl  First Name (required):  Last Name (required):  Email Address (required):  Subject:  Message:   Find Us 111 East Pacific StreetKingsville, MO 64061-0006Phone:(816) 597-3322Email:sales@stahlspecialty.com Contact Stahl Quick Links What We Do Terms and conditions of purchase. |Terms and conditions of sale. |Supplier Quality Requirements Manual.Website terms of use. |U.S. Privacy Policy. ",401,49
355,Career Opportunities Stahl is currently seeking foundry and machine operators.Please apply nowto become a part of our team. Stahl offers: Open Positions Apply Online Now Contact Stahl Quick Links What We Do Terms and conditions of purchase. |Terms and conditions of sale. |Supplier Quality Requirements Manual.Website terms of use. |U.S. Privacy Policy. ,354,52
355,"Capabilities Stahl Specialty Company is a vertically integrated operation featuring core making, a world-class heat treat facility, and full CNC machining capability. Quality is integral to the entire process, as is the ability to X-ray real-time with automatic defect recognition, and full APQP quality inspection. Preferred volumes range from 1,000 to 1 million parts per year, and in the size range of 2 pounds (0.91kg) to 400 pounds (181kg). Why Stahl Specialty Company? Stahl Specialty uses its decades of experience in producing high-quality aluminum castings to select the optimal process to produce your product. Foundry & Casting Stahl has tremendous casting capacity with a number of the largest machines in the industry, and rotaries for high volumes. Heat Treatment Our in-house designed and developed bottom-drop furnaces allow the castings to move from the furnace to the quench tank in under seven seconds. Quality As a producer of precision castings, Stahl utilizes a full complement of tools and processes to ensure that we meet your exacting standards. Engineering Upfront collaboration is key to ensure that a casting design supports high yield production, at the metallurgical performance levels that the market demands. Machining One call to Stahl Specialty Company leads to a high-quality permanent mold aluminum cast component that has been machined and is ready for assembly. Contact Stahl Quick Links What We Do Terms and conditions of purchase. |Terms and conditions of sale. |Supplier Quality Requirements Manual.Website terms of use. |U.S. Privacy Policy. ",1584,242
362,"High Risk? No Problem. For the Jobs You Can’t Trust to Anyone Else We excel at large-scale prototyping, unique parts and exceptionally large castings using foam tooling for an economical, reliable result. In large-scale prototyping, mistakes can be costly. We use foam tooling and have the skills and capabilities to mitigate risk and deliver your part within the quoted lead time. We specialize in gray and ductile iron casting for extreme projects. Hodge Foundry is your go-to partner for excellence in short-run, large metal castings. Our expert engineers work closely with you to design and develop a part to precise specifications. At Hodge, we have two Level 2 ultrasonic and non-destructive testing technicians that expertly test and inspect every part we cast for the highest quality results. Hodge Foundry is your go-to partner for excellence in short-run, large metal castings. Our expert engineers work closely with you to design and develop a part to precise specifications. At Hodge, we have two Level 2 ultrasonic and non-destructive testing technicians that expertly test and inspect every part we cast for the highest quality results. Our Capabilities Value Added Services Size matters We are the only foundry in North America capable of casting parts from 60,000 up to 200,000 lbs Heat treatment and painting In-house heat treatment and painting Collaborative Co-engineering from the start Short runs up to 400 pieces per year means we can use economical foam tooling Markets Prototypes Expert Prototype Casting Power Generation Technology know-how for a variety of applications Oil & Gas Mission Critical Resource Extraction Mining Mining Equipment Manufacturing Done Right Let’s get to work. Request a Quote © 2023 Elyria Foundry. All rights reserved. ",1771,277
362,"Casting Plant No Part Too Big Working in industries like mining and energy, we are comfortable with producing high-quality, extremely large parts. In fact, we arethe only foundry in North America capable of casting parts from 60,000 to 200,000 lbs.Whether it’s a vertical roller mill or a support base for a wind turbine, we’re pros at getting the part right the first time —  because nobody has time (or money) for mess-ups. In fact, we arethe only foundry in North America capable of casting parts from 60,000 to 200,000 lbs.Whether it’s a vertical roller mill or a support base for a wind turbine, we’re pros at getting the part right the first time —  because nobody has time (or money) for mess-ups. Simplifying the Complex We make complex castings simple for you. Hodge Foundry is capable of producing some of the most complex parts in the world, thanks to our experience and equipment.Riserless castingsHighly engineered castings with intricate coresDuctile iron castingsConversion of fabricated products to cast iron We make complex castings simple for you. Hodge Foundry is capable of producing some of the most complex parts in the world, thanks to our experience and equipment. Ready to talk about your metal casting needs? Contact Us © 2023 Elyria Foundry. All rights reserved. ",1290,212
362,"Heat Treatment & Painting Increase Part Performance with Metal Heat Treating When the strength and integrity of your part matters, metal heat treating is the answer. Hodge Foundry offers premier heat treating services onsite that provides optimal part performance no matter the application.  From stress relieving to normalizing our 18’x36’ furnace can handle it. Hodge Foundry offers premier heat treating services onsite that provides optimal part performance no matter the application.  From stress relieving to normalizing our 18’x36’ furnace can handle it. Paint for Metal Surfaces Paint can be add to aesthetics, sure, but it can also be a practical final step in production. Many cast metal applications are subject to harsh conditions and environments, and the proper paint formulation can protect the metal from rust, corrosion and surface degradation. The experts at Hodge Foundry can help identify the right paint for metal surfaces, providing protection for your parts and components. Many cast metal applications are subject to harsh conditions and environments, and the proper paint formulation can protect the metal from rust, corrosion and surface degradation. The experts at Hodge Foundry can help identify the right paint for metal surfaces, providing protection for your parts and components. We perform steps A through Z under one roof, making it simpler for you. Request a Quote from Hodge Foundry © 2023 Elyria Foundry. All rights reserved. ",1463,225
362,"Quality & Testing On-Site Metallurgical Testing When quality is paramount, you need proof to back it up. We have two Level 2 ultrasonic and non-destructive testing (NDT) technicians on staff, ensuring you get the absolute best quality product off the casting. The large parts that we cast often come with extreme quality requirements, and we excel at meticulous testing so that you can be assured you’re getting the best outcome. We have two Level 2 ultrasonic and non-destructive testing (NDT) technicians on staff, ensuring you get the absolute best quality product off the casting. The large parts that we cast often come with extreme quality requirements, and we excel at meticulous testing so that you can be assured you’re getting the best outcome. How We Deliver Our on-site ISO 9001-certified metallurgical testing lab saves you time and money. We conduct chemistry, tensile, yield, and elongation testing to make sure your part meets your exact specifications.Extensive pre-pour computer modeling capabilities, metallurgical testing and spectrographic analysisIn-house non-destructive and dimensional testing capabilitiesComplete traceability and ISO-compliant documentation We conduct chemistry, tensile, yield, and elongation testing to make sure your part meets your exact specifications. Download our ISO 9001:2015 Certificate Call us today to discuss your requirements. Request a Quote from Hodge Foundry © 2023 Elyria Foundry. All rights reserved. ",1463,215
362,"Markets Mining Hodge Foundry takes mining equipment manufacturing to the next level with the ability to cast the largest parts in North America, up to 200,000 lbs OEM Components Your success is our success, which is why Hodge Foundry prides itself in creating reliable OEM parts. Oil & Gas Hodge Foundry casts precise, mission-critical parts for oil and gas equipment manufacturers. Power Generation Hodge Foundry has the ability to cast any size power generation parts, including extra-large components like wind turbines and bases. Prototypes Hodge Foundry uses foam tooling for economical, reliable prototype casting. Pumps & Valves When municipalities and clean-up crews need reliable equipment for moving clean or dirty water, they rely on Hodge Foundry’s expert castings for pumps, valves, and filtration units. © 2023 Elyria Foundry. All rights reserved. ",862,131
362,"OEM Components Reliable OEM Parts Your success is our success. Whether you are building engines for airplanes or machine tools for a job shop, the equipment you manufacture needs to be highly reliable. Your success is our success, which is why Hodge Foundry prides itself in creating reliable OEM parts.We cast components to your exact specifications, specializing in meeting complex designs, tight tolerances and high quality standards so that your equipment meets or exceeds its life expectancy and performance expectations.Chemistry CountsOur specialized chemistries meet today’s requirements for OEMs in a variety of industries. The parts and components we create can withstand intense vibration, repeated use, and harsh conditions. Whether you are building engines for airplanes or machine tools for a job shop, the equipment you manufacture needs to be highly reliable. Your success is our success, which is why Hodge Foundry prides itself in creating reliable OEM parts. We cast components to your exact specifications, specializing in meeting complex designs, tight tolerances and high quality standards so that your equipment meets or exceeds its life expectancy and performance expectations. Chemistry Counts Our specialized chemistries meet today’s requirements for OEMs in a variety of industries. The parts and components we create can withstand intense vibration, repeated use, and harsh conditions. Call us today to discuss your OEM part requirements. Request a Quote © 2023 Elyria Foundry. All rights reserved. ",1527,228
362,"Power Generation Power Moves When it comes to power generation parts, the sky’s the limit. Literally. Parts such as wind turbines and bases, gear casings and housings can be extremely large, and require significant tensile strength and integrity as well as low temperature charpy requirements. Our experts have helped solve challenges in the mechanical, electric, hydraulic and wind industries, among others.Hodge Foundry is capable of producing the largest parts in North America, which means we can handle any power generation project. We excel at casting parts up to 200,000 lbs., as few as one per year or up to 400 parts per year. Parts such as wind turbines and bases, gear casings and housings can be extremely large, and require significant tensile strength and integrity as well as low temperature charpy requirements. Our experts have helped solve challenges in the mechanical, electric, hydraulic and wind industries, among others. Hodge Foundry is capable of producing the largest parts in North America, which means we can handle any power generation project. We excel at casting parts up to 200,000 lbs., as few as one per year or up to 400 parts per year. Go With the Pros Our engineers and foundrymen are well versed in the challenges that the power generation industry faces. We create parts with the strength and resilience required to maintain durability under harsh conditions and heavy loads.We’ve provided a number of parts including sluice gates, gate barrels and others up to 100 tons for the hydropower industry. Our porosity-free ductile iron is the perfect material for moving parts that rotate, oscillate or slide — particularly gears, pinions, worms and related parts requiring a sound uniform casting for precision machining. We create parts with the strength and resilience required to maintain durability under harsh conditions and heavy loads. We’ve provided a number of parts including sluice gates, gate barrels and others up to 100 tons for the hydropower industry. Our porosity-free ductile iron is the perfect material for moving parts that rotate, oscillate or slide — particularly gears, pinions, worms and related parts requiring a sound uniform casting for precision machining. Contact us today to talk about your power generation program. Request a Quote © 2023 Elyria Foundry. All rights reserved. ",2342,372
362,"Pumps & Valves Keep it Flowing We produce a wide variety of castings that help with flood water removal, delivering drinking water, and other vital services. When municipalities and clean-up crews needreliable equipment for moving clean or dirty water, they rely on Hodge Foundry’s expert castings for pumps and valves. When municipalities and clean-up crews needreliable equipment for moving clean or dirty water, they rely on Hodge Foundry’s expert castings for pumps and valves. Our Consignment Program With the supply chain and inventory management in constant flux, we offer a consignment program to support changing market conditions. Communicating closely with our clients, we build parts based on their forecasting and hold inventory until it’s needed, shipping upon request.The Details:Flexible capacity for 1-1,000 parts per yearKeep inventory low and free up working capitalReliable parts for use in clean and dirty water applications With the supply chain and inventory management in constant flux, we offer a consignment program to support changing market conditions. Communicating closely with our clients, we build parts based on their forecasting and hold inventory until it’s needed, shipping upon request. The Details: Call us today to get the conversation started. Contact Us © 2023 Elyria Foundry. All rights reserved. ",1339,201
362,"Careers Be a Part of Something Amazing Join a team that is leading the way in producing some of the world’s largest, most highly engineered castings. At Elyria Foundry, you will find an innovative, collaborative team fueled by a collective purpose:to provide our customers with the highest-quality, American-made products, every single time.We offer competitive pay and benefits packages, and our family-owned business is proud to support our team members in the ways they need it most. Our company’s culture is designed to foster the growth of individuals, providing you with the tools and training to work safely and build a satisfying career. Join a team that is leading the way in producing some of the world’s largest, most highly engineered castings. At Elyria Foundry, you will find an innovative, collaborative team fueled by a collective purpose:to provide our customers with the highest-quality, American-made products, every single time. We offer competitive pay and benefits packages, and our family-owned business is proud to support our team members in the ways they need it most. Our company’s culture is designed to foster the growth of individuals, providing you with the tools and training to work safely and build a satisfying career. Our Culture & Values Create the Future You Want Create the Future You Want Our employees have the opportunity to make a difference and be heard at all levels of the organization. We value our employees and offer many paths to grow and shape their careers at Elyria Foundry. From entry level and apprenticeship positions to professional technical roles, if you’re eager to learn and put in a hard day’s work, there’s a role for you here. Management Opportunities We are committed to developing and advancing our employees when they show interest in expanding their careers. Our Iron University gives employees the opportunity to manage their learning according to defined learning paths based on their current or future job expectations. Apprenticeships Our apprenticeship programs give employees the training and tools they need to thrive at Elyria Foundry. Depending on the program, employees can achieve journeyman status in as little as two years or up to five years. Our apprenticeships have defined curriculum and consist of on-the-job training across various departments in the foundry including engineering, lab and quality control. Classes include basic foundry practices, including basic metallurgy, no-bake sand control, and blueprint reading. Skilled Operators For individuals excited by the opportunity to use their hands to craft and make a product, we offer several skilled operator roles. We provide hands-on training for operator roles in which you can acquire the skills you need to succeed in as little as 30 days. These positions also serve as a launching pad to apprenticeship positions and beyond. Internships and Student Learning Opportunities We partner with local universities and technical schools to offer challenging and meaningful educational opportunities for students. Our internships combine hands-on technical training with business skills to help students thrive in their careers. We are proud supporters of the Foundry Education Foundation and the College in Industry conference in Chicago, Illinois. Participation in Industry and Trade Associations Our employees are industry leaders who share their expertise in roles with a variety of technical and trade organizations. These organizations are at the forefront of foundry technology research and environmental issues, as well as in developing new markets and applications for our castings. Job Openings If you seek a dynamic environment in which you can thrive,check out our list of current openings.Don’t see a match? Drop us an email atjobs@elyriafoundry.comand tell us your story to be considered for future opportunities.  transparency-in-coverage.uhc.com* *This link leads to the machine readable files that are made available in response to the federal Transparency in Coverage Rule and includes negotiated service rates and out-of-network allowed amounts between health plans and healthcare providers. The machine-readable files are formatted to allow researchers, regulators, and application developers to more easily access and analyze data. © 2023 Elyria Foundry. All rights reserved. ",4336,658
362,Job Openings Current Job Openings Current Job Openings View our available positions below. © 2023 Elyria Foundry. All rights reserved. ,135,20
362,"Contact Us Get in touch with us any time to talk through ideas, discuss project needs, ask questions, or just to say hi. Fill out the form below or call one of our offices. Fill out the form below or call one of our offices. Hodge Foundry 42 Leech RdGreenville, PA 16125 Phone: 724-588-4100 Fax: 724-588-0152 © 2023 Elyria Foundry. All rights reserved. ",353,63
366,"Of Navigation Frontpage Over 100 years of quality castings. Specified Products Group dummy text From a small beginning in 1900 with a 1 1/2 ton daily pouring capacity, Olympic soon grew its production to 60 tons per day. Single pieces weighing 15 tons were cast quite frequently. During the ship building activity in the 30s and 40s, diesel engine castings were produced, machined and assembled into finished units, each weighing 125 tons. Today, Olympic routinely ships over 300 tons of finished goods per day. At Olympic Foundry, you'll find an organization with a proud tradition of product and market leadership and a sharp focus on the future. We're a global company with strong, viable specialty metal casting facilities and sources, a solid balance sheet and an expanding pipeline of new products. We've created an aggressive, team-oriented culture that places a high premium on creativity and innovation. At Olympic we realize the key to success is our people, and the value and level of service we bring to our customers. For more than a century, Olympic Foundry has been a well-respected and highly competitive leader in the foundry industry. ",1153,188
366,"Of Navigation History From a small beginning in 1900 with a 1 1/2 ton daily pouring capacity, Olympic soon grew its production to 60 tons per day. Single pieces weighing 15 tons were cast quite frequently. During the ship building activity in the 30s and 40s, diesel engine castings were produced, machined and assembled into finished units, each weighing 125 tons. Today, Olympic routinely ships over 300 tons of finished goods per day. At Olympic Foundry, you'll find an organization with a proud tradition of product and market leadership and a sharp focus on the future. We're a global company with strong, viable specialty metal casting facilities and sources, a solid balance sheet and an expanding pipeline of new products. We've created an aggressive, team-oriented culture that places a high premium on creativity and innovation. At Olympic we realize the key to success is our people, and the value and level of service we bring to our customers. For more than a century, Olympic Foundry has been a well-respected and highly competitive leader in the foundry industry. ",1079,177
370,"At the Commonwealth Mint we specialise in the production of commemorative coins and stamps for collectors, together with the production of currency coins for circulation. We offer both competitive prices and short lead times and pride ourselves on our efficiency and the quality of our work. Our production team have up to 50 years' individual personal experience in the business and our younger management and sales personnel have brought with them additional skills needed for use with today's modern technology. ",515,80
370,"Company Profile The Commonwealth Mint & Philatelic Bureau Ltd specialises in the production of commemorative coins and stamps for collectors, together with the production of currency coins for circulation. We are able to supply any quantity of coins and we offer both competitive prices and short lead times. We pride ourselves on our efficiency and the quality of our work. As a United Kingdom based company, our staff and management have built up an excellent reputation over the years and we can boast amongst our ranks some of the finest specialists in the industry. Our production team have up to 50 years' individual personal experience in the business and our younger management and sales personnel have brought with them additional skills needed for use with today's modern technology. Below is a brief description of the products we offer:  Coins ~ Currency and Collector Issues Our factory is equipped with the latest manufacturing technology and all sizes and metal types can be produced. The Commonwealth Mint produces commemorative coins in gold, silver and cupro-nickel for many countries around the world. These coins are made in various sizes and our normal production ranges from a huge 89mm diameter silver coin down to a tiny gold coin weighing quarter of a gram with a diameter of 8.5mm. Most commemorative coins however are struck using ""Crown size"" specifications - 38.6mm diameter and approximately 25 grams weight. These issues can be produced specifically for the host country or we can enter into an agreement whereby these coins are produced by us and sold to our network of wholesalers and retailers worldwide, with the host country receiving a commission for each coin sold. Using this method, the host country incurs no costs or expenses. These coins are a useful tool in raising the profile of smaller countries, together with the added benefits of a likely increase in trade and tourism.  Stamps Our Philatelic Bureau has introduced the same marketing techniques we have perfected with our coin issues and use these to increase sales substantially for the host countries. We are able to give very competitive prices for regular issue stamps to be used for postage and if we become involved with commemorative issues, we will generally produce these and market them to our network of agents with a royalty paid for each stamp we sell. With this system, there are no costs incurred by the host country who are paid on a royalty basis. Printing costs can be expensive and we absorb all marketing and production costs so that our host countries have no risk and receive regular royalty payments from us. ",2632,436
370,"We have various designs of Tristan da Cunha, Gibraltar and Alderney coins available as bullion and proof coins. These are available at the gold price using LBMA current rate plus a premium ranging from 20% to 50% depending on the size of order and the type of bullion/proof coin. Gold Investment Bars We are able to provide various sizes of gold bars and ingots and these are available from the smallest piece which is 1gram up to all the larger weights that are normally available. All these bars and ingots are VAT free. Pleaseclick hereto contact us for up to date details and pricing. ",589,104
370,For all trade enquiries please contact us using the form below.  You must enable JavaScript to submit this form ,112,19
370,"Depicting Wyon’s version of Canova’s Three Graces, the Wedgwood Three Graces was handmade at the Wedgwood factory, exclusively for the Commonwealth Mint.The iconic brand Wedgwood was founded in 1759 by renowned industrialist and philanthropist Josiah Wedgwood; and Jasper Ware was then invented by him in the 1770’s. To this day it is still one of the most sought after and collected ceramics in the world. The mintage limit of 3,000 reflects the number of trial samples it took before Josiah perfected the technique. ",518,83
370,"Cookie Policy for The Commonwealth Mint   What Are Cookies As is common practice with almost all professional websites this site uses cookies, which are tiny files that are downloaded to your computer, to improve your experience. This page describes what information they gather, how we use it and why we sometimes need to store these cookies. We will also share how you can prevent these cookies from being stored however this may downgrade or 'break' certain elements of the sites functionality. For more general information on cookies see the Wikipedia article on HTTP Cookies...  How We Use Cookies We use cookies for a variety of reasons detailed below. Unfortunately in most cases there are no industry standard options for disabling cookies without completely disabling the functionality and features they add to this site. It is recommended that you leave on all cookies if you are not sure whether you need them or not in case they are used to provide a service that you use.  Disabling Cookies You can prevent the setting of cookies by adjusting the settings on your browser (see your browser Help for how to do this). Be aware that disabling cookies will affect the functionality of this and many other websites that you visit. Disabling cookies will usually result in also disabling certain functionality and features of the site. Therefore it is recommended that you do not disable cookies.  The Cookies We Set When you submit data through a form such as those found on contact pages or comment forms cookies may be set to remember your user details for future correspondence.  Third Party Cookies In some special cases we also use cookies provided by trusted third parties. The following section details which third party cookies you might encounter through this site. This site uses Google Analytics which is one of the most widespread and trusted analytics solution on the web for helping us to understand how you use the site and ways that we can improve your experience. These cookies may track things such as how long you spend on the site and the pages that you visit so we can continue to produce engaging content. For more information on Google Analytics cookies, see the official Google Analytics page.  More Information Hopefully that has clarified things for you. As previously mentioned, if there is something that you aren't sure of it's usually safer to leave cookies enabled in case it does interact with one of the features you use on our site. However, if you are still looking for more information you can contact us through one of our preferred contact methods. ",2595,437
372,"America’s Complete Diversified Producer of Brass and Aluminum Sand and Die Castings Green Sand Pressure Tight Brass, Bronze, and Aluminum Castings With over 200,000 square feet of manufacturing space, we are one of the largest non-ferrous foundries in North America. We specialize in castings for the potable water industry. Value added services include tool design, core manufacturing, finishing, CNC machining, and automated leak testing. Our ISO 9001:2015 compliant quality system is committed to Lean Manufacturing and Six Sigma methodology. Extensive automation expertise ensures quality and volume fulfillment for all your casting needs. Brass and Aluminum High Pressure Die Castings. At our two production facilities, we manufacture die castings ranging from fluid meter housings and valves, to lighting fixture components and security and decorative hardware, weighing a few ounces to more than 10 pounds. OEMs count on our full-service support including CAD engineering, tooling design and construction, CNC machining, finishing, assembly and ISO 9001:2015 certified quality management systems. Made In America Since 1953 ",1131,162
384,"ADC History 1946 Bill Holmes establishes Alloy Die Casting Co. in Los Angeles, CA 1960’s 1960 – Alloy Die Casting purchases property in Orange County, CA 1962 – Construction completed and grand opening of Buena Park, CA operations 1980’s 1983 – Construction completed on 2nd manufacturing building and expanded administration offices. 1990’s 1998 – Sanders Industries purchases Alloy Die Casting Co. 2000’s 2002 – Alloy Die Casting Co. purchases Die Cast Products 2008 – Alloy Die Casting Co. purchases Lansco 2010’s 2012 – Alloy Die Casting Co. purchases Los Angeles Die Casting 2013 – Gladstone Investment purchases Alloy Die Casting Co. from Sanders Industries 2019 – GreyLion Capital purchases Alloy Die Casting Co. 2020 – Alloy Die Casting Co. renamed ADC Aerospace 2020’s 2021 – ADC Aerospace acquires Padgett Machine in Tulsa, OK ",837,133
384,Leadership Team    ,19,2
384,"Equipment Buena Park Die Casting Machining Quality, Tooling, & Other Tulsa Machining Secondary Quality ",103,14
384,"Quality ADC Aerospace is dedicated to providing high quality products and services and adheres to the most stringent industrial specifications. AS9100 / ISO9001ITAR RegisteredOur in-process and final inspection capabilities include:Automated CMM machines with PC DMIS softwareReal-time x-ray inspectionClimate controlled inspection roomImmersion & vacuum pressure testingSPC software ————————————————- QUALITY POLICY Aspiring to achieve customer satisfaction,Dedicated to continual improvement,Committed to meet applicable requirements and ensure safety and quality. Quality Assurance is designed into every step of our processes at Alloy Die Casting. ————————————————- Supplier Quality Requirements AS9100D / ISO9001:2015 Conflict Minerals Statement REACH/RoHS/Prop 65/POP EMRT 1.0 Declaration  ",796,95
384,"Contact Buena Park6550 Caballero BlvdBuena Park, CA 90620Phone: (714) 521-9800Fax: (714) 521-5510Email Tulsa1226 N. 143rd E. Ave.Tulsa, OK 74116Phone: (918) 438-3444Fax: (918) 438-3446Email  ",191,23
385,The Nation's Largest Supplier ofIngot Molds Join Our Team Who We Are Our mission is to bring a world-class product to our customers through our metallurgical expertise and customized engineered solutions. Read More Careers Every employee at ELLWOOD is equipped with the tools to harness their talents and improve them. Read More © ELLWOOD Group Inc. 2023 ,355,57
385,"Casting What We Do ELLWOOD Engineered Castings is a producer of grey and ductile iron castings. Our castings can reach up to 160 tons in weight for grey iron and 60 tons for ductile iron. Each mold is engineered according to our customer specifications. Our products include ingot molds, slag pots, sprue plates, hot tops, and other castings used in the steel forging process. Equipped with our own in-house pattern shop, we are capable of providing exactly what our customer desires to the highest quality. Our molding process begins using a no-bake sand molding system which is used to create the form for our finished castings. The melt shop is equipped with three 55-ton coreless induction furnaces capable of meeting our melt demand. Each casting is tested to adhere to all quality standards of ELLWOOD Engineered Castings. © ELLWOOD Group Inc. 2023 ",855,142
385,"Why Work Here?  Job Postings   At ELLWOOD, we’re family. We believe that everyone deserves respect, dignity, safety at work—and a path to professional and personal growth. As a community-minded, non-union, family-owned company, ELLWOOD affords you the trust and freedom to make real decisions and do the work that makes a real impact. Discover what makes the ELLWOOD experience so different. Why Manufacturing? Why work for a manufacturing company? Discover why the future of our industry is bright. Learn More Working at ELLWOOD Every day, ELLWOOD employees are learning new things and developing professionally. Learn what it's like to work here at ELLWOOD. Find Out More © ELLWOOD Group Inc. 2023 ",700,110
